종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"095570","AJ네트웍스","KOSPI","서비스업","6850","0","0.00","320732720750"
"006840","AK홀딩스","KOSPI","기타금융","12300","-250","-1.99","162945000300"
"027410","BGF","KOSPI","기타금융","3215","10","0.31","307729483065"
"282330","BGF리테일","KOSPI","유통업","171500","-500","-0.29","2964189879000"
"138930","BNK금융지주","KOSPI","기타금융","6170","-10","-0.16","2011020467820"
"001460","BYC","KOSPI","섬유의복","378500","1500","0.40","236416777500"
"001465","BYC우","KOSPI","섬유의복","140000","500","0.36","30153900000"
"001040","CJ","KOSPI","기타금융","69400","1600","2.36","2024883661200"
"079160","CJ CGV","KOSPI","서비스업","14000","50","0.36","667935198000"
"00104K","CJ4우(전환)","KOSPI","기타금융","64100","1300","2.07","270919419200"
"000120","CJ대한통운","KOSPI","운수창고업","78600","-1700","-2.12","1793050238400"
"011150","CJ씨푸드","KOSPI","음식료품","2595","-15","-0.57","93240355935"
"011155","CJ씨푸드1우","KOSPI","음식료품","25300","0","0.00","5060000000"
"001045","CJ우","KOSPI","기타금융","46700","250","0.54","105552414100"
"097950","CJ제일제당","KOSPI","음식료품","398000","-2000","-0.50","5991566028000"
"097955","CJ제일제당 우","KOSPI","음식료품","166500","500","0.30","221017594500"
"000590","CS홀딩스","KOSPI","기타금융","52700","-200","-0.38","60841201400"
"012030","DB","KOSPI","서비스업","734","1","0.14","147661666822"
"016610","DB금융투자","KOSPI","증권","4355","-10","-0.23","184854024095"
"005830","DB손해보험","KOSPI","보험","54200","-1100","-1.99","3837360000000"
"000990","DB하이텍","KOSPI","전기전자","39450","150","0.38","1751524296600"
"000995","DB하이텍1우","KOSPI","전기전자","86100","-200","-0.23","9670407600"
"139130","DGB금융지주","KOSPI","기타금융","7000","0","0.00","1184020831000"
"001530","DI동일","KOSPI","유통업","13800","0","0.00","352842126000"
"000210","DL","KOSPI","기타금융","58700","1700","2.98","1230110390800"
"001880","DL건설","KOSPI","건설업","14950","-50","-0.33","329696595800"
"000215","DL우","KOSPI","기타금융","34100","450","1.34","57496521500"
"375500","DL이앤씨","KOSPI","건설업","35450","750","2.16","1371688935350"
"37550L","DL이앤씨2우(전환)","KOSPI","건설업","27600","150","0.55","58289847600"
"37550K","DL이앤씨우","KOSPI","건설업","23450","-250","-1.05","49570603250"
"007340","DN오토모티브","KOSPI","전기전자","60000","-400","-0.66","599640300000"
"004840","DRB동일","KOSPI","화학","4085","-30","-0.73","81414050000"
"155660","DSR","KOSPI","철강금속","4700","230","5.15","75200000000"
"069730","DSR제강","KOSPI","철강금속","4165","45","1.09","59976000000"
"017940","E1","KOSPI","유통업","42800","200","0.47","293608000000"
"365550","ESR켄달스퀘어리츠","KOSPI","서비스업","4500","-130","-2.81","958900500000"
"383220","F&F","KOSPI","섬유의복","139000","3000","2.21","5324683425000"
"007700","F&F홀딩스","KOSPI","기타금융","14050","50","0.36","549556856350"
"114090","GKL","KOSPI","서비스업","15000","-100","-0.66","927835050000"
"078930","GS","KOSPI","기타금융","44050","200","0.46","4092922400900"
"006360","GS건설","KOSPI","건설업","22950","1400","6.50","1964095195500"
"001250","GS글로벌","KOSPI","유통업","2700","-40","-1.46","222841162800"
"007070","GS리테일","KOSPI","유통업","24600","200","0.82","2576060881200"
"078935","GS우","KOSPI","기타금융","34700","0","0.00","61933462200"
"012630","HDC","KOSPI","기타금융","5730","-30","-0.52","342320061330"
"039570","HDC랩스","KOSPI","건설업","7970","-110","-1.36","206882079970"
"089470","HDC현대EP","KOSPI","화학","3830","-65","-1.67","122177000000"
"294870","HDC현대산업개발","KOSPI","건설업","10500","200","1.94","692026965000"
"267250","HD현대","KOSPI","화학","58000","400","0.69","4581598930000"
"097230","HJ중공업","KOSPI","건설업","4035","-180","-4.27","336011723835"
"014790","HL D&I","KOSPI","건설업","3005","-55","-1.80","113765096005"
"003580","HLB글로벌","KOSPI","광업","7520","-220","-2.84","318600155840"
"204320","HL만도","KOSPI","운수장비","42050","-450","-1.06","1974546896000"
"060980","HL홀딩스","KOSPI","기타금융","30300","500","1.68","317303721000"
"011200","HMM","KOSPI","운수창고업","17800","0","0.00","8704903028800"
"082740","HSD엔진","KOSPI","기계","7090","290","4.26","507246917460"
"003560","IHQ","KOSPI","서비스업","461","4","0.88","85678833222"
"175330","JB금융지주","KOSPI","기타금융","7180","90","1.27","1414337178920"
"234080","JW생명과학","KOSPI","의약품","11500","200","1.77","182097371000"
"001060","JW중외제약","KOSPI","의약품","17700","150","0.85","392552033700"
"001067","JW중외제약2우B","KOSPI","의약품","64900","0","0.00","6679962300"
"001065","JW중외제약우","KOSPI","의약품","34700","-350","-1.00","6340904500"
"096760","JW홀딩스","KOSPI","기타금융","2775","-5","-0.18","195484059150"
"105560","KB금융","KOSPI","기타금융","44550","-100","-0.22","18216364379400"
"432320","KB스타리츠","KOSPI","서비스업","4085","-135","-3.20","414277354225"
"002380","KCC","KOSPI","화학","245000","8000","3.38","2177185395000"
"344820","KCC글라스","KOSPI","비금속광물","40400","150","0.37","645208684800"
"009070","KCTC","KOSPI","운수창고업","3920","-45","-1.13","117600000000"
"009440","KC그린홀딩스","KOSPI","기타금융","2945","-25","-0.84","66071016100"
"119650","KC코트렐","KOSPI","기계","2875","-30","-1.03","50601311000"
"092220","KEC","KOSPI","전기전자","2535","-55","-2.12","366936537435"
"016380","KG스틸","KOSPI","철강금속","8100","0","0.00","810072065700"
"001390","KG케미칼","KOSPI","화학","21500","150","0.70","298121064000"
"033180","KH 필룩스","KOSPI","전기전자","992","-7","-0.70","154022753024"
"001940","KISCO홀딩스","KOSPI","철강금속","12250","150","1.24","198160655000"
"025000","KPX케미칼","KOSPI","화학","48400","250","0.52","234256000000"
"092230","KPX홀딩스","KOSPI","화학","52700","-100","-0.19","222638844200"
"000040","KR모터스","KOSPI","운수장비","600","-17","-2.76","57683079000"
"044450","KSS해운","KOSPI","운수창고업","8910","0","0.00","205695190800"
"030200","KT","KOSPI","통신업","34350","450","1.33","8969190604800"
"033780","KT&G","KOSPI","기타제조업","87000","100","0.12","11944447239000"
"058850","KTcs","KOSPI","서비스업","2145","20","0.94","91559325000"
"058860","KTis","KOSPI","서비스업","2465","25","1.02","85786930000"
"093050","LF","KOSPI","섬유의복","14800","100","0.68","432752000000"
"003550","LG","KOSPI","기타금융","78500","2800","3.70","12348127950500"
"034220","LG디스플레이","KOSPI","전기전자","13650","-250","-1.80","4884184305000"
"051900","LG생활건강","KOSPI","화학","581000","-32000","-5.22","9074172457000"
"051905","LG생활건강우","KOSPI","화학","305500","-6000","-1.93","641457433500"
"373220","LG에너지솔루션","KOSPI","전기전자","483000","-14500","-2.91","113022000000000"
"003555","LG우","KOSPI","기타금융","60200","1400","2.38","181901524000"
"032640","LG유플러스","KOSPI","통신업","10450","-50","-0.48","4562588722450"
"011070","LG이노텍","KOSPI","전기전자","284000","-4000","-1.39","6721458388000"
"066570","LG전자","KOSPI","전기전자","79800","1600","2.05","13059095557200"
"066575","LG전자우","KOSPI","전기전자","38400","50","0.13","659942092800"
"037560","LG헬로비전","KOSPI","서비스업","4205","-15","-0.36","325664067325"
"051910","LG화학","KOSPI","화학","591000","-6000","-1.01","41720074713000"
"051915","LG화학우","KOSPI","화학","271500","-5000","-1.81","2087509200000"
"079550","LIG넥스원","KOSPI","기계","94300","4300","4.78","2074600000000"
"006260","LS","KOSPI","기타금융","59600","600","1.02","1919120000000"
"010120","LS ELECTRIC","KOSPI","전기전자","48450","150","0.31","1453500000000"
"000680","LS네트웍스","KOSPI","유통업","2640","-80","-2.94","208039962240"
"229640","LS전선아시아","KOSPI","기타금융","7190","-90","-1.24","220192880010"
"001120","LX인터내셔널","KOSPI","유통업","43200","1250","2.98","1674432000000"
"108670","LX하우시스","KOSPI","화학","31650","100","0.32","283826755500"
"108675","LX하우시스우","KOSPI","화학","15850","-300","-1.86","16362430500"
"383800","LX홀딩스","KOSPI","기타금융","8260","10","0.12","630078499400"
"38380K","LX홀딩스1우","KOSPI","기타금융","10350","50","0.49","15165699750"
"023150","MH에탄올","KOSPI","음식료품","7600","0","0.00","56076797600"
"035420","NAVER","KOSPI","서비스업","162000","3500","2.21","26575951770000"
"181710","NHN","KOSPI","서비스업","21150","-350","-1.63","761763737700"
"400760","NH올원리츠","KOSPI","서비스업","3695","-220","-5.62","155929000000"
"005940","NH투자증권","KOSPI","증권","8920","50","0.56","2958460015320"
"005945","NH투자증권우","KOSPI","증권","8970","20","0.22","169272582960"
"338100","NH프라임리츠","KOSPI","서비스업","4255","-40","-0.93","79398300000"
"034310","NICE","KOSPI","서비스업","12300","100","0.82","465952290000"
"008260","NI스틸","KOSPI","철강금속","3725","35","0.95","106535435825"
"004250","NPC","KOSPI","화학","7020","200","2.93","257774400000"
"004255","NPC우","KOSPI","화학","3470","10","0.29","18321600000"
"010060","OCI","KOSPI","화학","92900","-1100","-1.17","2215606565900"
"178920","PI첨단소재","KOSPI","화학","33250","450","1.37","976430206500"
"005490","POSCO홀딩스","KOSPI","철강금속","236500","6500","2.83","20001095895000"
"010950","S-Oil","KOSPI","화학","84900","400","0.47","9558279040800"
"010955","S-Oil우","KOSPI","화학","57100","700","1.24","229652031700"
"034120","SBS","KOSPI","서비스업","31550","-350","-1.10","575868962100"
"005090","SGC에너지","KOSPI","전기가스업","31900","-800","-2.45","468196427600"
"001380","SG글로벌","KOSPI","운수장비","1035","10","0.98","46537888005"
"004060","SG세계물산","KOSPI","유통업","568","5","0.89","114977377280"
"001770","SHD","KOSPI","철강금속","41000","-800","-1.91","49809998000"
"002360","SH에너지화학","KOSPI","화학","921","7","0.77","102354165330"
"009160","SIMPAC","KOSPI","철강금속","4590","25","0.55","300321478440"
"123700","SJM","KOSPI","운수장비","3380","-75","-2.17","52744555240"
"025530","SJM홀딩스","KOSPI","유통업","3885","-45","-1.15","58018621080"
"034730","SK","KOSPI","기타금융","202000","2500","1.25","14978164458000"
"011790","SKC","KOSPI","화학","92600","8600","10.24","3506604394800"
"018670","SK가스","KOSPI","유통업","112500","-3000","-2.60","1038402450000"
"001740","SK네트웍스","KOSPI","유통업","3880","-25","-0.64","962968070360"
"001745","SK네트웍스우","KOSPI","유통업","62800","-12100","-16.15","7137094400"
"006120","SK디스커버리","KOSPI","기타금융","29900","-100","-0.33","569231864500"
"006125","SK디스커버리우","KOSPI","기타금융","27650","-50","-0.18","37561280750"
"210980","SK디앤디","KOSPI","서비스업","22200","100","0.45","492621640800"
"068400","SK렌터카","KOSPI","서비스업","6790","30","0.44","321070853600"
"395400","SK리츠","KOSPI","서비스업","4750","-95","-1.96","933631875250"
"302440","SK바이오사이언스","KOSPI","의약품","72900","4100","5.96","5597556953400"
"326030","SK바이오팜","KOSPI","서비스업","53200","-600","-1.12","4166264900000"
"402340","SK스퀘어","KOSPI","기타금융","38150","650","1.73","5396987833650"
"361610","SK아이이테크놀로지","KOSPI","전기전자","51100","-300","-0.58","3643306951200"
"03473K","SK우","KOSPI","기타금융","172000","-500","-0.29","97375220000"
"096770","SK이노베이션","KOSPI","화학","157500","1500","0.96","14563326330000"
"096775","SK이노베이션우","KOSPI","화학","93900","-200","-0.21","117227201400"
"001510","SK증권","KOSPI","증권","653","4","0.62","308601381663"
"001515","SK증권우","KOSPI","증권","2860","-25","-0.87","11189790040"
"285130","SK케미칼","KOSPI","화학","80100","-600","-0.74","1411424478000"
"28513K","SK케미칼우","KOSPI","화학","38900","-300","-0.77","82290188100"
"017670","SK텔레콤","KOSPI","통신업","48750","50","0.10","10668115770000"
"000660","SK하이닉스","KOSPI","전기전자","94000","3800","4.21","68432222310000"
"064960","SNT모티브","KOSPI","운수장비","41050","550","1.36","600279732800"
"100840","SNT에너지","KOSPI","기계","19350","350","1.84","145254857850"
"003570","SNT중공업","KOSPI","운수장비","9270","-160","-1.70","308252501190"
"036530","SNT홀딩스","KOSPI","기타금융","13950","-50","-0.36","227439209700"
"005610","SPC삼립","KOSPI","음식료품","77600","-2500","-3.12","669611098400"
"011810","STX","KOSPI","유통업","4340","-255","-5.55","124217110360"
"077970","STX엔진","KOSPI","기계","12850","450","3.63","295664416400"
"071970","STX중공업","KOSPI","기계","3840","170","4.63","108925347840"
"002820","SUN&L","KOSPI","종이목재","3515","-5","-0.14","44317081335"
"084870","TBH글로벌","KOSPI","섬유의복","1640","-40","-2.38","34205183160"
"002710","TCC스틸","KOSPI","철강금속","8270","50","0.61","205453917330"
"069260","TKG휴켐스","KOSPI","화학","20250","-50","-0.25","827791407000"
"002900","TYM","KOSPI","기계","2095","25","1.21","319181099965"
"024070","WISCOM","KOSPI","화학","2745","-20","-0.72","42071072310"
"037270","YG PLUS","KOSPI","서비스업","4105","10","0.24","260377728050"
"000500","가온전선","KOSPI","전기전자","15500","-600","-3.73","64485378500"
"000860","강남제비스코","KOSPI","화학","20900","-100","-0.48","135850000000"
"035250","강원랜드","KOSPI","서비스업","23850","200","0.85","5102480925000"
"011420","갤럭시아에스엠","KOSPI","서비스업","1790","-15","-0.83","49313862760"
"002100","경농","KOSPI","화학","8900","20","0.23","173750917500"
"009450","경동나비엔","KOSPI","전기전자","33800","300","0.90","492418409600"
"267290","경동도시가스","KOSPI","전기가스업","20600","-200","-0.96","121445363600"
"012320","경동인베스트","KOSPI","기타금융","29350","50","0.17","69413425050"
"000050","경방","KOSPI","유통업","10800","-100","-0.92","296084916000"
"214390","경보제약","KOSPI","의약품","5010","0","0.00","119773368600"
"012610","경인양행","KOSPI","화학","4600","10","0.22","191435279000"
"009140","경인전자","KOSPI","전기전자","25500","-600","-2.30","40055323500"
"013580","계룡건설","KOSPI","건설업","17300","300","1.76","154504691100"
"012200","계양전기","KOSPI","기계","2645","-125","-4.51","86227000000"
"012205","계양전기우","KOSPI","기계","5070","-10","-0.20","7098000000"
"002140","고려산업","KOSPI","음식료품","5640","-530","-8.59","140658357000"
"010130","고려아연","KOSPI","철강금속","608000","-1000","-0.16","12076800064000"
"002240","고려제강","KOSPI","철강금속","17800","-100","-0.56","409400000000"
"009290","광동제약","KOSPI","의약품","5680","-90","-1.56","297750433680"
"017040","광명전기","KOSPI","전기전자","1995","-20","-0.99","86458541925"
"017900","광전자","KOSPI","전기전자","2050","-30","-1.44","118784714150"
"037710","광주신세계","KOSPI","유통업","31700","-100","-0.31","253600000000"
"030610","교보증권","KOSPI","증권","5600","0","0.00","362058457600"
"339770","교촌에프앤비","KOSPI","유통업","9690","0","0.00","242080812600"
"007690","국도화학","KOSPI","화학","44650","550","1.25","402324004400"
"005320","국동","KOSPI","유통업","1015","-35","-3.33","56240526790"
"001140","국보","KOSPI","운수창고업","871","9","1.04","69140658509"
"002720","국제약품","KOSPI","의약품","4050","-50","-1.22","81790353450"
"083420","그린케미칼","KOSPI","화학","11450","100","0.88","274800000000"
"014530","극동유화","KOSPI","화학","3530","-25","-0.70","123089052600"
"014280","금강공업","KOSPI","철강금속","5070","95","1.91","148699839990"
"014285","금강공업우","KOSPI","철강금속","11900","0","0.00","7019512500"
"008870","금비","KOSPI","비금속광물","55100","0","0.00","55100000000"
"001570","금양","KOSPI","화학","14400","-1050","-6.80","835920532800"
"002990","금호건설","KOSPI","건설업","7280","140","1.96","269022171600"
"002995","금호건설우","KOSPI","건설업","20050","-50","-0.25","5859933300"
"011780","금호석유","KOSPI","화학","135000","3500","2.66","3957432120000"
"011785","금호석유우","KOSPI","화학","87000","300","0.35","263043282000"
"214330","금호에이치티","KOSPI","운수장비","1000","-25","-2.44","198979870000"
"001210","금호전기","KOSPI","전기전자","1030","-105","-9.25","28380816730"
"073240","금호타이어","KOSPI","화학","3140","100","3.29","901997301180"
"092440","기신정기","KOSPI","기계","3340","-40","-1.18","97528000000"
"000270","기아","KOSPI","운수장비","68200","800","1.19","27645780265400"
"024110","기업은행","KOSPI","은행","9920","80","0.81","7383461823040"
"013700","까뮤이앤씨","KOSPI","건설업","1720","-15","-0.86","77661921600"
"004540","깨끗한나라","KOSPI","종이목재","2905","15","0.52","108184213165"
"004545","깨끗한나라우","KOSPI","종이목재","17700","350","2.02","6481032000"
"001260","남광토건","KOSPI","건설업","8460","-50","-0.59","83153458440"
"008350","남선알미늄","KOSPI","철강금속","1710","0","0.00","220725243900"
"008355","남선알미우","KOSPI","철강금속","20650","-650","-3.05","6357928500"
"004270","남성","KOSPI","유통업","1820","-15","-0.82","65906131200"
"003920","남양유업","KOSPI","음식료품","368500","-2000","-0.54","265320000000"
"003925","남양유업우","KOSPI","음식료품","206000","-1500","-0.72","34332372000"
"025860","남해화학","KOSPI","화학","9090","370","4.24","451580682870"
"005720","넥센","KOSPI","화학","3850","-230","-5.64","206144311450"
"005725","넥센우","KOSPI","화학","2870","-60","-2.05","10333722000"
"002350","넥센타이어","KOSPI","화학","7330","530","7.79","715905538410"
"002355","넥센타이어1우B","KOSPI","화학","2825","10","0.36","18362500000"
"251270","넷마블","KOSPI","서비스업","44350","-4350","-8.93","3812037813700"
"090350","노루페인트","KOSPI","화학","7780","90","1.17","155600000000"
"090355","노루페인트우","KOSPI","화학","16050","900","5.94","7433172300"
"000320","노루홀딩스","KOSPI","기타금융","11050","100","0.91","146867218550"
"000325","노루홀딩스우","KOSPI","기타금융","22900","-400","-1.72","5577501100"
"006280","녹십자","KOSPI","의약품","118500","1000","0.85","1384854753000"
"005250","녹십자홀딩스","KOSPI","서비스업","15500","250","1.64","728937255000"
"005257","녹십자홀딩스2우","KOSPI","서비스업","39150","-700","-1.76","33120508500"
"004370","농심","KOSPI","음식료품","287000","-7000","-2.38","1745718254000"
"072710","농심홀딩스","KOSPI","기타금융","60300","100","0.17","279658737000"
"058730","다스코","KOSPI","기계","5060","245","5.09","93333030780"
"030210","다올투자증권","KOSPI","증권","3550","-10","-0.28","214115026600"
"023590","다우기술","KOSPI","서비스업","17400","350","2.05","780679135800"
"145210","다이나믹디자인","KOSPI","기계","13850","-100","-0.72","91431107400"
"019680","대교","KOSPI","서비스업","2260","-10","-0.44","191428441000"
"019685","대교우B","KOSPI","서비스업","1675","0","0.00","32540208250"
"006370","대구백화점","KOSPI","유통업","10050","140","1.41","108757190550"
"008060","대덕","KOSPI","기타금융","6040","60","1.00","204696506000"
"00806K","대덕1우","KOSPI","기타금융","7350","0","0.00","8910823950"
"353200","대덕전자","KOSPI","전기전자","24700","1100","4.66","1220598047500"
"35320K","대덕전자1우","KOSPI","전기전자","10000","230","2.35","20955190000"
"000490","대동","KOSPI","기계","10150","-50","-0.49","242913393100"
"008110","대동전자","KOSPI","전기전자","11100","-250","-2.20","116443961700"
"005750","대림B&Co","KOSPI","비금속광물","3790","-110","-2.82","63187789600"
"006570","대림통상","KOSPI","기계","3170","-25","-0.78","48263250000"
"001680","대상","KOSPI","음식료품","20900","400","1.95","724143722500"
"001685","대상우","KOSPI","음식료품","15400","100","0.65","21101434200"
"084690","대상홀딩스","KOSPI","기타금융","7200","0","0.00","260730273600"
"084695","대상홀딩스우","KOSPI","기타금융","9810","100","1.03","8961258420"
"128820","대성산업","KOSPI","유통업","4025","-15","-0.37","182072798950"
"117580","대성에너지","KOSPI","전기가스업","12500","200","1.63","343750000000"
"016710","대성홀딩스","KOSPI","서비스업","92700","1300","1.42","1491492849300"
"003540","대신증권","KOSPI","증권","14000","150","1.08","710827600000"
"003547","대신증권2우B","KOSPI","증권","13100","50","0.38","131000000000"
"003545","대신증권우","KOSPI","증권","13550","100","0.74","352300000000"
"009190","대양금속","KOSPI","철강금속","3210","-50","-1.53","103858792440"
"014160","대영포장","KOSPI","종이목재","1330","15","1.14","144164750170"
"047040","대우건설","KOSPI","건설업","4175","95","2.33","1735224513650"
"009320","대우부품","KOSPI","운수장비","1600","-30","-1.84","76234200000"
"042660","대우조선해양","KOSPI","운수장비","18900","-450","-2.33","2027793644100"
"003090","대웅","KOSPI","의약품","19050","-450","-2.31","1107604719000"
"069620","대웅제약","KOSPI","의약품","149500","-500","-0.33","1732192962500"
"000430","대원강업","KOSPI","운수장비","2560","-75","-2.85","158720000000"
"006340","대원전선","KOSPI","전기전자","1130","-5","-0.44","81319923420"
"006345","대원전선우","KOSPI","전기전자","2355","65","2.84","6172926000"
"003220","대원제약","KOSPI","의약품","15650","300","1.95","341840383400"
"024890","대원화성","KOSPI","화학","2695","-105","-3.75","111166464640"
"002880","대유에이텍","KOSPI","운수장비","634","5","0.79","73022614250"
"000300","대유플러스","KOSPI","전기전자","827","24","2.99","100065986098"
"012800","대창","KOSPI","철강금속","1190","5","0.42","108457193810"
"015230","대창단조","KOSPI","운수장비","5530","450","8.86","158004431900"
"001070","대한방직","KOSPI","섬유의복","51500","100","0.19","272950000000"
"006650","대한유화","KOSPI","화학","119500","8000","7.17","776750000000"
"001440","대한전선","KOSPI","전기전자","1440","-30","-2.04","1792041132960"
"084010","대한제강","KOSPI","철강금속","12200","-50","-0.41","300690154800"
"001790","대한제당","KOSPI","음식료품","2565","-75","-2.84","230071727700"
"001795","대한제당우","KOSPI","음식료품","2380","-55","-2.26","15428968800"
"001130","대한제분","KOSPI","음식료품","128500","-500","-0.39","217165000000"
"003490","대한항공","KOSPI","운수창고업","22100","700","3.27","8137676608100"
"003495","대한항공우","KOSPI","운수창고업","26350","-250","-0.94","29269421900"
"005880","대한해운","KOSPI","운수창고업","2030","0","0.00","647930243800"
"003830","대한화섬","KOSPI","화학","98500","-100","-0.10","130808000000"
"016090","대현","KOSPI","섬유의복","2025","-10","-0.49","89671677750"
"069460","대호에이엘","KOSPI","철강금속","1325","20","1.53","68904662675"
"192080","더블유게임즈","KOSPI","서비스업","46500","250","0.54","854414343000"
"012510","더존비즈온","KOSPI","서비스업","29250","0","0.00","888696432000"
"004830","덕성","KOSPI","화학","4635","-80","-1.70","72676800000"
"004835","덕성우","KOSPI","화학","6410","-120","-1.84","8922720000"
"024900","덕양산업","KOSPI","운수장비","2250","0","0.00","73271205000"
"145720","덴티움","KOSPI","의료정밀","81800","300","0.37","905430294000"
"002150","도화엔지니어링","KOSPI","서비스업","8020","560","7.51","270434400000"
"001230","동국제강","KOSPI","철강금속","11300","-250","-2.16","1078389928100"
"023450","동남합성","KOSPI","화학","53600","-100","-0.19","193496000000"
"004140","동방","KOSPI","운수창고업","2095","-5","-0.24","100500849770"
"007590","동방아그로","KOSPI","화학","6200","20","0.32","84428977400"
"005960","동부건설","KOSPI","건설업","8050","-70","-0.86","184139322500"
"005965","동부건설우","KOSPI","건설업","23400","-550","-2.30","5282128800"
"026960","동서","KOSPI","유통업","19550","-750","-3.69","1949135000000"
"002210","동성제약","KOSPI","의약품","7000","150","2.19","182706790000"
"102260","동성케미컬","KOSPI","서비스업","4760","-30","-0.63","236523105280"
"000640","동아쏘시오홀딩스","KOSPI","기타금융","95600","-200","-0.21","606956082800"
"170900","동아에스티","KOSPI","의약품","49400","250","0.51","417258977200"
"028100","동아지질","KOSPI","건설업","13500","150","1.12","189710721000"
"282690","동아타이어","KOSPI","화학","11550","-50","-0.43","158616323250"
